spam,internet,order,mail,report,free,business,email,you,money,george,meeting,re,conference,ch$,crl.long
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,1.49,0,0,0,0,1.49,0,1.49,0,0.74,0,0,12
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,11
0,0.79,0,0,0,0.13,0,0,0.26,0,0,0.13,0,0,0.04,26
0,0,0,0.8,0,0.26,0,0,1.07,0,1.07,0,0.53,0,0,19
0,0,0,0,0,0,0.36,0,0.36,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,1.36,0,0.68,0,1.02,0,0,15
0,0,0,0,0,0,0,0,0.43,0,0.86,0,0.43,0,0,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,5
0,0,0,0,0,0,0.7,0,1.41,0,0.7,0,0,0,0,199
0,0.02,0,0.12,0,0.02,0.17,0.12,0.22,0,0,0.02,0,0.43,0.041,25
0,0,0,0,0,1.23,0,0.61,3.7,0,1.23,0,0,0.61,0,3
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.51,0,0.51,0,0.51,0,0,1.54,0,1.54,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,1.75,0,0,0,1.75,0,0,2
0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1.05,0,1.05,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0.45,0,0,0,0,0.67,0,0,0,0,0,0.024,157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.49,0,0,0,0,0,0,0.49,0,0.49,0,0,0,0,5
0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,1.19,0,0,1.19,0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,11
0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,45
0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,30
0,0,0.03,0.22,0,0.03,0,0,0.9,0,0,0,0,0.03,0.016,20
0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0.719,2
0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0.89,0,0.29,0.59,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0.724,2
0,0,0,0,0,0,0,0,3.1,0,0,1.24,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,1.07,0,0,0,0.35,0,0,0,0.35,0,0,16
0,0,0,1.37,0,0,0,0,0,0,1.37,0,0,0,0,11
0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,0,8
0,0.12,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.017,24
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29
0,0,0,0,0,0,0,0,0,0,2.56,0,2.56,0,0,6
0,0,0,0,0,0,0,0.9,0.9,0,0,0.9,0,0,0,8
0,0,0,0.58,0,0.58,0,0,1.75,0,0,0,0,0,0,11
0,0,0.2,0.41,0,0,0,0,1.45,0,0.2,0,0,0,0,11
0,1.16,0,1.16,0,0,0,0,0,0,0,0,1.16,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
0,0,0,0,0,0.23,0,0,0.47,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,1.38,0,0,0.46,1.38,0,0,12
0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,1.4,2.81,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.084,62
0,0,0.68,0,0,0.68,0,2.04,4.08,0,0,0,0,0,0,5
0,0,0,0,0,0.11,0.11,0,1.22,0,0,0,0.22,0.11,0,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
0,0,0,0.37,0,0,0.75,0,3.75,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,7
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,6
0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,3.5,0,1.75,0,0,12
0,0.13,0,0,0.06,0,0.2,0,0.06,0,0,0,0.06,0,0,22
0,0,0,0,0,0,0,1.02,2.04,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0.13,0.13,0,1.18,0,0,0,0.26,0.13,0,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,1.17,0,0,0,3.52,2.35,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3
0,0,0,0,0,0,0,0,2.4,0,0,0.8,1.6,0,0,12
0,0,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,4
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,17
0,0,0,0,0,0,0,0,0,0,5.55,0,5.55,0,0,1
0,0,0,0,0,0,0,0,4.25,0,2.12,0,2.12,0,0,2
0,0,0,0,0,0,0,0,3.03,0,3.03,0,3.03,0,0,3
0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,11
0,0,0.32,0,0,0,0,0,0.97,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,1.88,0,1.88,0,1.41,0,0,13
0,0,0,0,0,0,0,0,2.53,0,1.26,0,1.26,0,0,11
0,0,1.02,0,0,0.11,0,0,0.45,0,0.11,0.11,0,0,0.029,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0.58,0,2.33,0,0.58,0,0.58,0,0.407,17
0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,9
0,0,0,0.63,0,0,0,0,0,0,1.91,0,0.63,0,0,12
0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,1
0,0,0,0,0.54,0,0,0,0,0,0.54,0,0.54,0,0,35
0,0,0,0,0,0,0,0,2.38,0,2.38,0,2.38,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
0,0,0,0,0,0,0,0,0,0,1.92,0,1.92,0,0,1
0,0,0,0,0,0,0,0,0,0,1.31,0,0.65,0,0,34
0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,10
0,0,0,1.96,0,0,0,1.96,1.96,0,0,0,0,0,0,11
0,0,0,1.96,0,0,0,1.96,1.96,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,1.2,0,1.2,0,1.2,0,0,11
0,0,0,1.11,0,0,0,0,1.11,0,0,0,0,1.11,0,7
0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,8
0,0.33,0,1.32,0.33,0,0.33,0,1.32,0,0.66,0,0.33,0,0.336,42
0,0,0.34,0.17,0,0.17,0,0,2.24,0,0.17,0,0,0,0,48
0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.031,12
0,0.28,0,0,0,0,0.38,0,0,0,0,0.09,0,0,0.12,24
0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,12
0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0.7,0,1.4,0,0.7,0,0,0,0,200
0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.24,0,44
0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,9
0,0,0,0.68,0,0,0,0,1.37,0,0.68,0,0,0,0,19
0,0,0.38,0.19,0,0.19,0,0,2.51,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,7
0,0,0,0,0,0,0,0,0.85,0,0.21,0,0.64,0,0,18
0,0,0,0.49,0,0,0,0,0.99,0,0,0,0,0,0.027,157
0,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,3.03,0,3.03,0,3.03,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1
0,0,0,0.19,0.19,0,0,0.19,0.19,0,0,0.19,0,0.39,0,17
0,0,0,0,0.88,0,0.88,0.88,2.65,0,0,0,0,0,0,3
0,0,0.13,0.27,0,0.27,0.06,0,1.04,0.06,0,0,0.06,0.48,0.048,23
0,0.28,0,0,0,0,0.18,0.28,1.22,0,0,0,0.37,0,0,18
0,0,0,0.68,0,0,0,0,1.37,0,0.68,0,0,0,0,12
0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,3.6,0,0,0,0,0.9,0,8
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,2.35,0,2.35,0,0,14
0,0,0,0,0,0,0,0,0,0,0,3.84,3.84,0,0,1
0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0,0,14
0,0,0,0,0,0,0,0,0,0.84,0,0,0.84,0,0,14
0,0.12,0.12,0,0.12,0,0.72,0,0,0,0,0,0,0,0,23
0,0,0.33,0.33,0,0,0,0.33,1.35,0,0,0,0,0,0,17
0,0,0.92,0,0,0,0.1,0,0.4,0,0.1,0,0,0,0.028,32
0,0.08,0,0.06,0,0.02,0.14,0.12,0.25,0,0.1,0.02,0,0.1,0.018,81
0,0,0,0,0,0,0,0,3.33,1.66,1.66,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,38
0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,10
0,0.11,0,0,0,0,0,0,0.22,0,0,0,0,0,0.031,12
0,0.21,0,0.21,0,0,0,0.21,0,0,0,0,0,0,0,15
0,0,0,0,0,0.3,0,0.9,3.63,0,0,0,0,0,0,64
0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,12
0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,4.22,0,1.4,0,0,2.81,0,15
0,0,0,1.66,0,0,0,0,0,0,1.66,0,0,0,0,26
0,0,0,0,0,0,0,0,2.56,0,0,3.84,0,0,0,13
0,0,0,0,0,0,0,0,2.96,0,0,0,0,0.74,0,8
0,0,0,0,0,0.19,0,0.19,0.38,0,0,0.38,0,0,0.045,21
0,0,0,1.06,0,0,0,0,4.25,0,1.06,0,1.06,0,0,6
0,0,0,0,0,0,0,0,0.68,0,0.68,0,0.68,0,0,9
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,19
0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,4
0,0,0.36,0,0,0,0,0.36,1.84,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,2.43,0,0,0,1.21,0,0,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29
0,0,0,0,0,0,0,0,0,0,1.21,2.43,0,0,0,3
0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,5
0,0,0,0,0,0,0,0,2.17,0,2.17,0,1.08,0,0,34
0,0.5,0,0,0.06,0,0.5,0,0.12,0,0,0.06,0,0.06,0.043,23
0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,8
0,0,0,0,0,0.19,0,0.19,0.38,0,0,0.38,0,0,0.044,21
0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,0,1.69,0,0,1.69,0,0,0,1
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,6.38,0,0,0,2.12,0,0,5
0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,3
0,0,0.15,0.15,0,0,0,0.15,0.3,0,0,0,0,0.15,0,20
0,0,0,0,0,0,0.72,0,0.36,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,37
0,0,0,1.08,0,0,0,0,2.17,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,1.29,0,0,3.22,0,0.64,0,0,10
0,0,0,0,0,0,0,0,0.53,0,1.06,0,0.53,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,10
0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,12
0,0,0,0,0,0,0,0,1.35,0,1.35,0,0,1.35,0,6
0,0,1.15,0,0,0.11,0,0,0.46,0,0.11,0,0,0,0.032,33
0,0,0.8,0,0,0,0,0,0.35,0,0.08,0,0,0,0.024,81
0,0,0.74,0,0.07,0,0,0.07,0.29,0,0.07,0,0,0,0.021,45
0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,11
0,0,0.75,0,0,0,0,0,1.51,0,0,0,0.75,0,0,6
0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,13
0,0.06,0.13,0.13,0.33,0.13,0.13,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,2.32,0,2.32,0,2.32,0,0,1
0,0,0.38,0,0,0,0,0,1.16,0,0.38,0,1.16,0,0,34
0,0,0,0.23,0,0,0,0,2.6,0,0.23,0,1.18,0,0,19
0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.22,0,15
0,0,0,0.28,0,0,0,0,2.86,0,0.28,0,0.85,0,0,19
0,0,0,0,0,0,0,0,1.67,0,0.83,0,0,0,0,3
0,0.08,0,0.06,0.01,0.05,0.22,0.01,0.15,0,0.01,0.03,0,0.37,0.007,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3.57,0,0,0,3.57,0,0,1
0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.33,0,15
0,0,0,0,0,0,0,0,5.55,0,2.77,0,0,0,0,1
0,0,0,0,0,0,0,0,1.63,0,1.63,0,1.63,0,0,8
0,0,0,0,0,0.52,0,0,0.52,0,0,1.04,0,0,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0.27,0,0.13,0,0,1.89,0,0,0,0,0,0,82
0,0,0,1.26,0,0,0,1.26,2.53,0,0,0,1.26,0,0,11
0,0,1.28,0,0,0,0,0,0,0,1.28,0,0.64,0,0,13
0,0,0,0,0,0,0,0,1.01,0,5.55,0,0.5,0,0,11
0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,18
0,0,0,0,0,0.9,0,0,0.9,0,0.9,0,0,0,0,11
0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0.23,0,0,0.46,0,0,0,0.23,0,0,0,0,0,0,74
0,0,0,0,0.86,0,0,0,0,0,1.72,0,1.72,0,0,13
0,0.52,0,0.1,0.1,0.1,0.21,0,0,0,0,0,0,0,0.041,31
0,0,0,0,0,0,0,0,0.53,0,0,0.53,0,0.53,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,2.19,0,0.43,0,0,0,0,2
0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9
0,0,0,0,0,0,0,0,1.02,0,0,0,1.02,0,0,6
0,0,0.75,0,0,0,0,0,2.25,0,0,0,0.75,0,0,3
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4
0,0,0,0.19,0,0,0,0.38,1.54,0,0.77,0,0.38,0.19,0,45
0,0.65,0,1.3,0,0,0,0.32,0.32,0,0.32,0,0.65,0,0,42
0,0,0.25,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,0,17
0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,15
0,0,0,0.44,0,0,0,0.88,2.22,0,0.88,0,0,0.44,0,45
0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.27,0,0,0,0,1.1,0,0,0,0,1.1,0,79
0,0.29,0,0,0,0,0.58,0,1.16,0,0,0,0,0,0.037,7
0,0,0,0,5.12,0,0,0,2.56,0,2.56,0,2.56,0,0,1
0,0,0,0,0,0,0,0,0,0,2.22,0,2.22,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,2
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,1.81,0,0,1.81,0,0,0,9
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1.69,0,1.69,0,7
0,0,0,0.93,0,0,0,0,1.4,0,0.93,0,0.93,0,0,42
0,0,0,0,0,0,0,0,3.7,0,0,1.23,1.23,0,0,4
0,0,0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,8
0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,30
0,0.46,0,0,0,0,0,0.23,0.23,0,0,0.23,0,0,0,13
0,0,0,0,0,0,0,0,1.23,0,1.23,3.7,1.23,0,0,2
0,0,0,1.6,0,2.4,0,0,5.6,0,0,0,0,0,0,4
0,0,0,0,0.07,0,0.53,0,0,0,0,0,0,0,0.023,24
0,0,0,0,0.1,0,0.1,0,1.01,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,1.11,2.22,0,0,0,4
0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4
0,0,0,0,0.07,0,0.52,0,0,0,0,0,0,0,0.02,24
0,0,0,0,0,0,0.27,0,1.39,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,24
